Order Date,Region,Category,Sales,Profit
2017-03-24,East,Office Supplies,36100.97,7650.8
2017-03-25,East,Office Supplies,14314.71,1687.04
2017-03-25,West,Office Supplies,30265.18,8969.51
2017-03-25,Central,Technology,41833.67,12520.54
2017-03-26,Central,Office Supplies,34352.72,7650.42
2017-03-26,West,Office Supplies,35246.39,7776.96
2017-03-26,East,Technology,31561.55,8404.6
2017-03-27,South,Technology,43104.1,9874.16
2017-03-27,West,Technology,19871.16,3041.95
2017-03-28,West,Office Supplies,12796.08,1392.23
2017-03-29,Central,Technology,40206.15,2913.13
2017-03-30,East,Office Supplies,19504.99,2554.65
2017-03-30,South,Technology,32776.96,5370.16
2017-03-30,East,Office Supplies,3525.58,305.16
2017-03-31,South,Technology,26748.03,4238.37
2017-03-31,South,Office Supplies,43473.35,3791.82
2017-03-31,Central,Office Supplies,4940.54,861.68
2017-04-01,West,Furniture,34872.67,2987.22
2017-04-01,East,Office Supplies,12015.26,1519.42
2017-04-01,Central,Technology,10798.45,1547.7
2017-04-01,East,Technology,49672.61,3614.35
2017-04-02,South,Office Supplies,14505.9,3042.73
2017-04-03,South,Technology,13521.95,821.11
2017-04-04,East,Office Supplies,22738.36,1705.45
2017-04-05,Central,Technology,4292.23,964.42
2017-04-05,East,Technology,2411.52,593.45
2017-04-06,West,Furniture,30869.63,8947.02
2017-04-07,West,Office Supplies,43404.82,11695.91
2017-04-08,South,Technology,11046.34,920.9
2017-04-10,East,Furniture,9675.02,507.47
2017-04-10,South,Office Supplies,1934.54,162.94
2017-04-10,East,Furniture,23360.8,3211.17
2017-04-12,South,Furniture,14973.94,1855.91
2017-04-12,South,Office Supplies,21431.38,4922.68
2017-04-12,East,Technology,13782.14,1838.38
2017-04-13,West,Technology,9824.23,1335.64
2017-04-14,Central,Office Supplies,15625.37,2829.11
2017-04-15,Central,Furniture,41700.49,5916.59
2017-04-15,South,Furniture,8893.39,1069.38
2017-04-16,Central,Furniture,39884.25,10493.29
2017-04-17,South,Technology,5709.47,1298.23
2017-04-17,South,Furniture,12903.79,1100.36
2017-04-19,West,Technology,13023.49,3845.19
2017-04-19,West,Furniture,2949.51,365.23
2017-04-20,Central,Technology,43159.85,6229.57
2017-04-24,South,Furniture,40394.67,6349.2
2017-04-24,West,Office Supplies,44863.24,5995.5
2017-04-25,Central,Technology,36232.28,9990.26
2017-04-25,South,Technology,44644.34,11556.5
2017-04-26,South,Office Supplies,49824.3,13535.64
2017-04-27,West,Office Supplies,46802.1,9823.06
2017-04-28,West,Office Supplies,43131.05,4564.51
2017-04-29,East,Furniture,3306.88,708.26
2017-04-29,West,Furniture,31816.98,4253.13
2017-04-30,South,Technology,27520.04,6113.06
2017-04-30,East,Technology,19167.04,4135.55
2017-05-01,Central,Technology,31444.73,2745.21
2017-05-02,Central,Technology,11191.27,1779.33
2017-05-02,West,Furniture,4573.53,1027.46
2017-05-02,South,Furniture,30403.72,5989.95
2017-05-03,Central,Technology,21923.68,4611.9
2017-05-04,South,Technology,36318.67,4824.0
2017-05-04,East,Office Supplies,15895.01,4293.16
2017-05-05,South,Technology,48206.87,7248.55
2017-05-05,South,Furniture,40914.47,8669.31
2017-05-08,East,Office Supplies,42344.19,8368.37
2017-05-08,South,Office Supplies,29536.18,2235.32
2017-05-10,Central,Furniture,41251.8,11436.13
2017-05-11,South,Furniture,21459.55,3577.96
2017-05-12,Central,Office Supplies,11900.58,1667.53
2017-05-13,South,Office Supplies,17886.57,5035.72
2017-05-13,East,Office Supplies,16799.06,1287.21
2017-05-16,West,Technology,7417.16,2138.09
2017-05-17,East,Technology,38740.47,6045.06
2017-05-18,West,Office Supplies,16401.42,3823.15
2017-05-18,East,Furniture,8881.93,986.87
2017-05-19,South,Furniture,1915.44,124.71
2017-05-20,Central,Furniture,45427.01,6685.7
2017-05-20,West,Technology,11976.34,1451.92
2017-05-22,East,Office Supplies,23841.24,3134.14
2017-05-22,Central,Office Supplies,15654.36,1216.86
2017-05-22,Central,Furniture,24929.78,6264.2
2017-05-23,West,Furniture,3998.21,412.49
2017-05-23,Central,Technology,44249.55,5783.77
2017-05-24,South,Furniture,26313.69,1425.15
2017-05-25,South,Furniture,32137.66,3186.71
2017-05-25,South,Technology,20695.72,1878.76
2017-05-26,East,Furniture,35745.45,6620.59
2017-05-26,East,Office Supplies,14588.21,2440.25
2017-05-26,West,Furniture,12987.81,3113.61
2017-05-27,South,Office Supplies,8827.43,1877.05
2017-05-28,East,Furniture,25551.11,1284.76
2017-05-30,East,Furniture,16168.14,4808.2
2017-05-30,South,Office Supplies,8306.33,764.38
2017-05-30,South,Furniture,2928.39,505.82
2017-05-30,Central,Technology,34486.03,4189.43
2017-05-30,West,Office Supplies,30024.09,4423.0
2017-06-01,East,Technology,36466.0,9118.64
2017-06-01,South,Technology,34329.1,2485.49
2017-06-01,Central,Technology,27806.93,3408.58
2017-06-01,South,Office Supplies,9154.54,651.98
2017-06-02,South,Furniture,34856.27,7399.07
2017-06-02,South,Furniture,19065.19,2924.07
2017-06-03,East,Furniture,15847.0,3716.79
2017-06-03,West,Technology,18768.28,4736.64
2017-06-04,East,Office Supplies,45490.01,7581.43
2017-06-04,Central,Furniture,16406.88,3355.1
2017-06-05,West,Furniture,29775.79,4318.36
2017-06-05,West,Furniture,21945.91,4106.48
2017-06-07,Central,Technology,32272.72,3004.53
2017-06-09,West,Office Supplies,6967.12,1211.69
2017-06-10,South,Furniture,3612.35,1074.63
2017-06-10,East,Office Supplies,12761.69,3033.55
2017-06-10,South,Furniture,39035.41,4830.27
2017-06-11,West,Office Supplies,48161.69,3979.62
2017-06-13,Central,Furniture,8358.52,489.74
2017-06-13,West,Furniture,30996.57,3777.37
2017-06-13,Central,Office Supplies,34837.35,8123.55
2017-06-14,South,Technology,20346.47,2047.36
2017-06-14,Central,Technology,9202.59,2424.09
2017-06-14,East,Furniture,3255.8,447.55
2017-06-15,East,Furniture,30267.3,3150.29
2017-06-18,South,Furniture,30212.53,5211.97
2017-06-18,South,Furniture,5081.49,648.9
2017-06-19,South,Technology,3497.86,939.85
2017-06-20,Central,Furniture,10660.96,1936.36
2017-06-21,West,Office Supplies,10077.05,2601.17
2017-06-21,West,Technology,13045.96,2231.31
2017-06-21,Central,Technology,13197.76,833.68
2017-06-23,East,Furniture,12974.28,2225.62
2017-06-23,South,Furniture,33480.37,9766.66
2017-06-24,South,Furniture,44186.19,6104.51
2017-06-24,South,Furniture,24236.76,1369.71
2017-06-25,Central,Furniture,27489.34,7582.91
2017-06-25,East,Office Supplies,25038.82,6080.93
2017-06-27,South,Furniture,24371.45,4933.46
2017-06-28,West,Technology,35416.34,4110.6
2017-06-28,East,Office Supplies,8348.52,1784.88
2017-06-28,Central,Furniture,27440.44,6011.15
2017-06-29,East,Office Supplies,31275.0,7558.94
2017-07-01,East,Office Supplies,17702.46,1769.82
2017-07-02,South,Furniture,35897.52,6561.64
2017-07-02,East,Furniture,24510.24,5289.28
2017-07-03,Central,Furniture,13691.61,3245.85
2017-07-03,East,Furniture,19448.32,3525.44
2017-07-05,West,Technology,12669.0,1493.79
2017-07-06,South,Technology,5782.34,705.08
2017-07-06,East,Office Supplies,13443.9,962.13
2017-07-07,West,Furniture,38526.24,6075.34
2017-07-07,South,Office Supplies,28668.82,7107.85
2017-07-08,Central,Furniture,36216.92,9277.11
2017-07-09,East,Office Supplies,36466.94,2236.99
2017-07-09,South,Furniture,12990.53,1907.79
2017-07-09,South,Technology,38024.64,3460.45
2017-07-09,West,Furniture,36814.28,4143.51
2017-07-09,West,Technology,49610.26,11261.29
2017-07-09,Central,Technology,5934.26,1671.66
2017-07-10,South,Furniture,36967.76,2183.62
2017-07-11,South,Furniture,28607.49,7783.75
2017-07-11,East,Furniture,45266.65,8184.87
2017-07-12,Central,Technology,42731.01,6911.48
2017-07-13,South,Office Supplies,9382.54,2595.87
2017-07-17,South,Technology,1491.7,350.21
2017-07-17,South,Office Supplies,16001.48,3319.94
2017-07-17,East,Technology,5204.8,690.55
2017-07-17,West,Office Supplies,29016.0,2690.55
2017-07-18,West,Office Supplies,26121.72,5924.15
2017-07-18,South,Furniture,29308.38,8470.18
2017-07-19,West,Office Supplies,19487.27,5231.47
2017-07-22,Central,Furniture,33490.27,3393.24
2017-07-22,Central,Office Supplies,28806.41,6682.38
2017-07-22,West,Office Supplies,34973.67,5532.41
2017-07-22,West,Technology,46344.06,9067.47
2017-07-23,South,Furniture,16698.89,1529.7
2017-07-24,South,Office Supplies,16509.65,2420.69
2017-07-24,South,Technology,31188.33,4121.28
2017-07-24,West,Furniture,34708.14,3666.51
2017-07-24,West,Office Supplies,31834.93,3026.66
2017-07-24,East,Office Supplies,49779.63,8333.47
2017-07-25,East,Furniture,42879.23,2675.8
2017-07-25,Central,Furniture,3623.19,586.25
2017-07-27,West,Furniture,30539.56,9111.63
2017-07-27,South,Office Supplies,1452.82,400.44
2017-07-27,West,Furniture,19408.18,1788.38
2017-07-28,Central,Technology,27091.68,5274.19
2017-07-28,Central,Furniture,15389.9,1757.31
2017-07-29,South,Furniture,20516.55,1140.96
2017-07-30,South,Furniture,23776.4,1815.62
2017-07-31,South,Furniture,48880.75,6151.66
2017-07-31,East,Furniture,37956.24,11230.53
2017-08-01,Central,Office Supplies,12295.24,1862.36
2017-08-01,South,Furniture,13221.78,2655.31
2017-08-01,South,Furniture,3398.85,435.91
2017-08-04,South,Technology,36143.87,5892.14
2017-08-04,Central,Furniture,43746.8,6419.33
2017-08-04,West,Furniture,8186.19,1458.67
2017-08-05,South,Furniture,32466.62,5262.97
2017-08-05,South,Furniture,42847.8,7158.85
2017-08-06,Central,Technology,49447.46,10015.52
2017-08-08,South,Office Supplies,6649.72,884.97
2017-08-09,East,Technology,9942.34,559.64
2017-08-09,South,Furniture,43455.21,12195.08
2017-08-09,South,Office Supplies,20161.76,3720.43
2017-08-09,West,Office Supplies,5568.83,918.88
2017-08-11,Central,Office Supplies,40232.62,4606.34
2017-08-12,South,Furniture,24694.58,3706.54
2017-08-12,East,Technology,20555.3,1606.97
2017-08-12,East,Office Supplies,39643.27,7464.66
2017-08-13,West,Furniture,13350.73,828.88
2017-08-13,South,Technology,1275.78,85.33
2017-08-13,East,Technology,12859.18,1125.26
2017-08-14,Central,Office Supplies,4048.13,780.54
2017-08-14,West,Furniture,18940.11,4554.6
2017-08-14,West,Furniture,25918.15,7012.61
2017-08-14,South,Office Supplies,7793.96,2045.28
2017-08-15,West,Office Supplies,32158.32,6097.8
2017-08-15,Central,Technology,8075.61,875.44
2017-08-16,South,Technology,14137.65,2778.07
2017-08-17,Central,Furniture,35741.67,6758.5
2017-08-17,East,Office Supplies,38638.83,7473.93
2017-08-17,Central,Office Supplies,49464.37,6125.81
2017-08-18,West,Office Supplies,6121.44,1491.34
2017-08-19,Central,Office Supplies,45280.48,11513.47
2017-08-20,Central,Office Supplies,23659.21,5957.17
2017-08-21,South,Office Supplies,15900.47,3441.53
2017-08-21,East,Technology,25296.47,4867.23
2017-08-21,East,Furniture,25745.96,5285.22
2017-08-23,Central,Technology,4362.58,305.63
2017-08-24,East,Office Supplies,1253.05,173.51
2017-08-25,East,Furniture,20119.63,5056.46
2017-08-25,Central,Technology,36039.99,9188.33
2017-08-26,South,Office Supplies,15317.67,2680.24
2017-08-26,South,Furniture,39213.46,7210.55
2017-08-28,Central,Furniture,48427.29,3518.1
2017-08-28,West,Office Supplies,35362.07,7205.44
2017-08-29,East,Furniture,40807.9,11935.67
2017-08-30,Central,Office Supplies,38052.56,4984.2
2017-08-30,Central,Technology,26945.23,2609.1
2017-08-30,South,Office Supplies,49190.31,5801.61
2017-08-30,East,Furniture,2262.46,141.87
2017-08-31,East,Furniture,35110.83,3903.97
2017-08-31,South,Furniture,4510.24,754.99
2017-09-01,East,Office Supplies,34834.07,3949.05
2017-09-02,South,Office Supplies,27897.77,4054.5
2017-09-03,East,Technology,18602.93,4928.51
2017-09-03,East,Technology,8660.41,714.95
2017-09-04,West,Office Supplies,33590.19,2291.68
2017-09-06,Central,Furniture,2199.44,496.38
2017-09-06,South,Office Supplies,33799.27,9655.15
2017-09-07,Central,Technology,32351.86,2744.32
2017-09-07,East,Furniture,46414.29,10209.72
2017-09-08,West,Furniture,23661.82,4311.74
2017-09-09,South,Technology,14640.42,1193.39
2017-09-10,West,Office Supplies,34283.41,3380.08
2017-09-10,South,Furniture,22706.36,3466.04
2017-09-11,West,Office Supplies,26168.31,5758.64
2017-09-11,West,Office Supplies,10801.44,1164.21
2017-09-11,South,Furniture,20211.39,3452.3
2017-09-12,Central,Furniture,4749.19,470.34
2017-09-13,West,Furniture,21644.31,4423.32
2017-09-14,West,Furniture,23653.52,2183.31
2017-09-14,East,Furniture,21598.46,4997.37
2017-09-14,Central,Furniture,48747.15,8438.07
2017-09-14,West,Office Supplies,46690.23,7334.36
2017-09-14,West,Furniture,26181.01,2131.89
2017-09-15,South,Office Supplies,15397.14,1441.13
2017-09-15,South,Furniture,7682.98,1826.03
2017-09-16,Central,Furniture,31576.03,4345.04
2017-09-16,East,Technology,44893.04,6179.47
2017-09-16,South,Furniture,14560.99,2522.05
2017-09-16,Central,Technology,15717.91,3890.11
2017-09-17,West,Furniture,43555.06,5197.14
2017-09-18,East,Technology,29543.21,2350.44
2017-09-18,Central,Furniture,35519.01,9592.05
2017-09-19,South,Technology,5022.02,1360.71
2017-09-19,Central,Technology,24746.49,7015.6
2017-09-20,West,Furniture,30391.96,4248.6
2017-09-22,South,Technology,40693.4,7683.3
2017-09-22,West,Technology,23245.04,5554.83
2017-09-23,South,Office Supplies,15886.09,4487.03
2017-09-24,South,Furniture,13001.45,3320.93
2017-09-24,West,Technology,2974.14,596.59
2017-09-25,South,Technology,2289.56,128.25
2017-09-25,West,Office Supplies,23755.52,2796.94
2017-09-27,South,Office Supplies,2185.2,281.1
2017-09-29,East,Technology,45838.42,3548.63
2017-09-30,South,Furniture,45038.85,2301.04
2017-10-01,East,Office Supplies,38721.54,11138.69
2017-10-02,East,Technology,20380.7,4837.03
2017-10-03,Central,Technology,33508.4,5066.74
2017-10-04,East,Technology,13758.32,2537.49
2017-10-05,West,Office Supplies,1089.27,98.41
2017-10-05,West,Office Supplies,10698.17,774.85
2017-10-05,East,Office Supplies,31681.06,3366.84
2017-10-06,Central,Furniture,30796.46,2715.45
2017-10-06,West,Office Supplies,23406.62,5303.29
2017-10-08,West,Technology,30357.85,7557.43
2017-10-08,South,Furniture,10400.8,565.67
2017-10-09,East,Office Supplies,28482.48,5185.47
2017-10-09,West,Office Supplies,11339.02,3110.88
2017-10-09,South,Technology,16185.83,2877.87
2017-10-10,East,Furniture,49966.83,8224.53
2017-10-10,South,Office Supplies,7277.48,677.46
2017-10-10,West,Furniture,23175.09,2228.44
2017-10-11,Central,Technology,15441.04,2117.91
2017-10-11,Central,Technology,41287.26,10300.93
2017-10-11,East,Office Supplies,47906.35,12394.98
2017-10-11,East,Technology,1445.33,427.4
2017-10-12,Central,Technology,48957.02,9575.52
2017-10-12,East,Furniture,22844.68,6136.01
2017-10-13,East,Office Supplies,42377.17,2620.82
2017-10-13,West,Furniture,25608.26,3332.83
2017-10-13,Central,Furniture,43245.55,11787.81
2017-10-13,Central,Office Supplies,39948.91,5362.28
2017-10-14,West,Technology,48804.68,6818.97
2017-10-16,South,Technology,47850.26,6149.68
2017-10-16,West,Office Supplies,47730.71,6599.74
2017-10-17,Central,Office Supplies,22074.49,5345.0
2017-10-18,West,Furniture,15816.91,2636.13
2017-10-20,Central,Furniture,23236.27,4983.29
2017-10-23,South,Technology,11584.95,2810.6
2017-10-23,South,Furniture,31287.15,3036.01
2017-10-25,West,Office Supplies,29723.86,3582.78
2017-10-25,West,Furniture,16622.51,2511.99
2017-10-25,Central,Office Supplies,18486.97,2896.87
2017-10-27,Central,Technology,25747.98,4655.44
2017-10-27,Central,Office Supplies,11628.24,1901.04
2017-10-28,Central,Technology,9830.16,2826.47
2017-10-28,South,Office Supplies,885.31,54.93
2017-10-28,West,Technology,28608.02,2897.15
2017-11-01,East,Office Supplies,29226.44,6113.11
2017-11-01,Central,Furniture,8850.73,1646.18
2017-11-01,East,Technology,20232.4,5697.91
2017-11-02,Central,Technology,46418.31,7258.56
2017-11-02,East,Furniture,11119.74,1906.37
2017-11-02,East,Furniture,3239.43,818.9
2017-11-02,Central,Furniture,17133.8,3423.5
2017-11-03,South,Technology,40424.85,3942.7
2017-11-04,South,Office Supplies,26995.01,2971.24
2017-11-05,Central,Office Supplies,49968.56,13495.23
2017-11-06,South,Technology,9147.63,1430.74
2017-11-06,East,Furniture,42826.89,9714.15
2017-11-06,East,Furniture,20072.55,2168.58
2017-11-09,Central,Technology,23075.46,4340.05
2017-11-09,West,Furniture,10837.6,2927.59
2017-11-09,East,Furniture,37106.46,3583.65
2017-11-09,Central,Furniture,28373.17,1883.02
2017-11-11,Central,Technology,2842.56,789.15
2017-11-11,South,Furniture,21933.74,2544.08
2017-11-12,Central,Office Supplies,4447.06,1280.95
2017-11-14,South,Furniture,1696.81,337.75
2017-11-15,West,Technology,32559.67,7994.22
2017-11-16,West,Office Supplies,8078.57,683.56
2017-11-16,East,Office Supplies,26373.51,5302.66
2017-11-17,South,Technology,8189.49,1490.3
2017-11-17,West,Technology,31597.85,2792.44
2017-11-19,East,Office Supplies,28498.79,5269.46
2017-11-19,East,Technology,32507.06,2165.04
2017-11-19,East,Furniture,34916.31,4771.7
2017-11-20,West,Furniture,11619.62,2479.46
2017-11-20,Central,Furniture,20412.5,2254.63
2017-11-24,South,Furniture,26340.16,6785.62
2017-11-24,West,Office Supplies,37965.74,2432.37
2017-11-24,South,Office Supplies,5234.61,929.48
2017-11-25,Central,Office Supplies,16512.64,3357.32
2017-11-26,West,Technology,29067.55,7727.21
2017-11-28,Central,Technology,13067.1,1939.55
2017-11-28,East,Office Supplies,16570.73,2576.36
2017-11-28,South,Office Supplies,12751.55,1086.49
2017-11-28,West,Office Supplies,28670.8,4110.82
2017-11-29,East,Technology,25334.78,6037.29
2017-11-30,West,Technology,20298.02,5515.92
2017-12-01,Central,Furniture,20627.96,4622.45
2017-12-01,East,Technology,28604.96,5591.99
2017-12-02,West,Furniture,20391.06,5559.37
2017-12-03,Central,Office Supplies,41626.44,9879.29
2017-12-03,South,Office Supplies,39757.07,5065.75
2017-12-03,East,Technology,36817.58,4712.64
2017-12-05,West,Technology,12589.57,873.46
2017-12-06,South,Office Supplies,5151.21,263.54
2017-12-06,East,Furniture,41947.71,2115.88
2017-12-08,East,Office Supplies,42804.49,7492.49
2017-12-08,Central,Office Supplies,24690.96,3484.94
2017-12-12,West,Technology,4731.69,490.39
2017-12-12,West,Office Supplies,36002.35,9848.78
2017-12-12,Central,Furniture,11600.79,2081.88
2017-12-12,East,Technology,44778.9,6298.82
2017-12-13,Central,Furniture,20187.58,1644.77
2017-12-13,East,Technology,35539.17,7792.27
2017-12-14,West,Technology,28295.47,3095.56
2017-12-15,South,Technology,25357.02,5506.2
2017-12-15,South,Furniture,22622.33,3220.06
2017-12-16,West,Office Supplies,20477.68,3924.55
2017-12-16,Central,Technology,30095.3,4973.1
2017-12-17,Central,Technology,38621.5,2730.58
2017-12-17,East,Technology,14211.39,4067.62
2017-12-17,East,Furniture,41006.6,3116.46
2017-12-18,Central,Furniture,44411.77,4684.5
2017-12-18,East,Furniture,29943.74,6691.97
2017-12-18,East,Technology,4057.83,764.87
2017-12-18,Central,Technology,43549.66,3060.28
2017-12-19,West,Technology,2666.41,554.83
2017-12-19,East,Office Supplies,20141.25,3588.74
2017-12-21,East,Technology,9122.02,1295.7
2017-12-21,South,Technology,28714.15,7165.63
2017-12-22,South,Furniture,5824.29,1598.28
2017-12-23,West,Office Supplies,48118.7,9968.63
2017-12-24,West,Technology,13529.46,2150.55
2017-12-24,Central,Office Supplies,9375.98,982.6
2017-12-25,West,Furniture,42080.42,10616.12
2017-12-25,Central,Office Supplies,39619.0,7604.48
2017-12-27,West,Furniture,27937.61,2896.56
2017-12-27,West,Furniture,44050.0,12549.46
2017-12-28,Central,Office Supplies,42237.31,6979.25
2017-12-28,South,Technology,28140.41,7222.59
2017-12-29,East,Office Supplies,6200.61,1746.22
2017-12-29,South,Furniture,1992.99,250.48
2017-12-31,West,Technology,31716.49,8603.7
2018-01-03,West,Furniture,33747.47,7515.99
2018-01-03,West,Technology,13995.21,1404.07
2018-01-03,Central,Technology,10495.94,1344.98
2018-01-03,South,Office Supplies,38042.02,8953.57
2018-01-04,East,Technology,3166.17,686.86
2018-01-05,Central,Office Supplies,31836.9,4193.29
2018-01-06,East,Furniture,10742.35,2215.06
2018-01-07,Central,Furniture,26592.63,6375.95
2018-01-09,East,Technology,16249.55,1516.74
2018-01-10,West,Office Supplies,26714.62,6178.68
2018-01-11,East,Furniture,1595.37,407.15
2018-01-12,East,Office Supplies,7701.83,1621.58
2018-01-12,East,Furniture,42177.62,3479.73
2018-01-12,Central,Office Supplies,41636.3,12286.72
2018-01-12,East,Office Supplies,9091.25,2200.59
2018-01-12,South,Office Supplies,26294.26,4518.74
2018-01-12,South,Technology,35546.56,9909.86
2018-01-14,West,Technology,21963.5,3633.71
2018-01-15,West,Office Supplies,11527.86,3345.22
2018-01-16,Central,Technology,33564.67,9916.83
2018-01-16,South,Furniture,14747.07,2477.27
2018-01-16,West,Technology,36553.47,3452.05
2018-01-17,West,Furniture,10660.95,777.81
2018-01-17,South,Furniture,29621.23,1925.54
2018-01-18,Central,Furniture,47255.74,10394.78
2018-01-20,South,Technology,8325.57,2137.43
2018-01-21,West,Office Supplies,7514.34,1421.46
2018-01-23,South,Technology,39806.0,3862.89
2018-01-24,East,Furniture,13661.81,1115.55
2018-01-25,West,Technology,23769.75,4979.64
2018-01-25,East,Furniture,39119.5,6911.21
2018-01-26,West,Office Supplies,9366.4,1325.81
2018-01-27,Central,Office Supplies,28895.83,4147.79
2018-01-27,West,Office Supplies,44313.41,5994.74
2018-01-28,East,Technology,27971.28,1610.29
2018-01-29,South,Furniture,23481.39,4195.8
2018-01-29,East,Technology,11229.81,2764.28
2018-01-29,East,Office Supplies,16791.4,3933.91
2018-01-30,East,Technology,46604.81,12300.85
2018-01-30,East,Furniture,35892.6,10634.32
2018-01-31,West,Office Supplies,26988.47,4865.36
2018-02-01,South,Furniture,7831.49,479.45
2018-02-01,South,Furniture,9920.0,2910.2
2018-02-03,East,Office Supplies,21283.58,4205.66
2018-02-03,East,Furniture,1711.77,277.53
2018-02-04,South,Furniture,24642.08,5812.51
2018-02-04,Central,Office Supplies,24185.3,4995.81
2018-02-05,South,Office Supplies,26913.45,7530.9
2018-02-06,West,Technology,33534.41,6933.0
2018-02-06,East,Office Supplies,40474.0,8869.71
2018-02-07,West,Office Supplies,1613.37,248.41
2018-02-08,South,Technology,28817.73,5726.64
2018-02-08,South,Technology,21740.34,5494.5
2018-02-10,Central,Furniture,9677.88,2494.5
2018-02-10,South,Technology,43736.92,2429.21
2018-02-10,East,Technology,48858.11,12853.7
2018-02-10,Central,Technology,21846.67,2476.08
2018-02-10,West,Technology,7244.47,1798.64
2018-02-10,South,Office Supplies,2165.69,365.66
2018-02-11,East,Technology,18433.62,1093.66
2018-02-11,West,Office Supplies,38428.03,7073.72
2018-02-12,West,Technology,41510.74,4049.59
2018-02-13,Central,Furniture,26112.91,2026.46
2018-02-14,West,Furniture,8649.05,1202.86
2018-02-14,Central,Office Supplies,37399.89,2286.24
2018-02-14,West,Technology,12483.9,2728.64
2018-02-15,East,Furniture,38777.17,1998.8
2018-02-15,South,Furniture,2651.08,177.09
2018-02-15,East,Furniture,22202.77,5636.34
2018-02-15,East,Office Supplies,48293.12,2508.93
2018-02-15,South,Office Supplies,29380.06,4980.38
2018-02-16,East,Office Supplies,49899.12,9894.89
2018-02-17,East,Furniture,5384.71,400.62
2018-02-18,South,Technology,25565.3,5013.04
2018-02-19,Central,Furniture,37772.59,8237.01
2018-02-19,West,Furniture,19377.74,5747.1
2018-02-20,West,Office Supplies,33187.49,2210.76
2018-02-21,West,Office Supplies,3068.16,438.46
2018-02-21,East,Furniture,38423.03,10221.45
2018-02-21,West,Furniture,23548.78,6650.56
2018-02-22,East,Office Supplies,40236.9,6257.08
2018-02-24,South,Office Supplies,48006.12,5027.51
2018-02-24,South,Technology,5857.22,1279.46
2018-02-26,South,Office Supplies,41693.46,7407.57
2018-02-26,East,Office Supplies,29039.92,2499.59
2018-02-27,West,Furniture,25947.3,4285.84
2018-02-27,East,Technology,35959.55,6914.79
2018-02-28,East,Technology,38213.42,3028.84
2018-02-28,West,Office Supplies,28593.02,4414.0
2018-03-01,Central,Office Supplies,37745.88,8659.07
2018-03-01,Central,Technology,38330.09,3036.43
2018-03-02,Central,Office Supplies,25904.18,2974.99
2018-03-02,West,Technology,14477.12,3918.3
2018-03-04,South,Furniture,23203.57,4496.47
2018-03-05,Central,Technology,22112.42,5739.23
2018-03-06,Central,Office Supplies,4618.49,302.13
2018-03-06,Central,Office Supplies,46532.14,9908.72
2018-03-08,West,Technology,21521.61,1612.3
2018-03-08,East,Office Supplies,21452.78,2657.3
2018-03-11,Central,Technology,43444.09,12863.97
2018-03-12,West,Furniture,23153.46,6905.63
2018-03-12,West,Office Supplies,26373.34,3757.74
2018-03-13,West,Technology,30408.17,5983.0
2018-03-14,East,Office Supplies,1029.25,140.95
2018-03-15,West,Technology,34225.0,7526.43
2018-03-15,East,Office Supplies,6374.29,380.33
2018-03-17,South,Office Supplies,23548.13,1632.59
2018-03-18,Central,Furniture,28350.31,7263.36
2018-03-23,East,Office Supplies,2425.34,356.48
2018-03-23,East,Office Supplies,1349.01,200.68
2018-03-24,Central,Furniture,20319.5,2592.15
2018-03-25,South,Technology,39165.28,11732.89
2018-03-25,East,Office Supplies,36360.69,5613.75
2018-03-25,Central,Office Supplies,6314.86,407.62
2018-03-26,Central,Office Supplies,7313.13,1778.7
2018-03-26,East,Furniture,41271.13,3118.15
2018-03-28,West,Technology,1514.36,218.46
2018-03-29,East,Technology,25266.52,2921.5
2018-03-29,East,Technology,13674.84,3223.34
2018-03-30,Central,Furniture,42068.35,7873.9
2018-03-30,East,Furniture,45158.62,5947.62
2018-03-30,East,Furniture,23628.45,3649.66
2018-03-30,East,Office Supplies,24772.35,1254.43
2018-03-30,Central,Technology,31438.46,3628.16
2018-03-31,East,Technology,33160.76,4817.12
2018-04-05,East,Office Supplies,32429.05,5874.07
2018-04-06,West,Furniture,41714.15,6522.17
2018-04-06,East,Technology,39010.23,9949.75
2018-04-06,East,Technology,41202.6,5605.32
2018-04-08,West,Office Supplies,7581.5,686.98
2018-04-09,West,Office Supplies,22084.06,5470.71
2018-04-10,Central,Furniture,18085.73,4998.63
2018-04-10,Central,Technology,1418.14,118.18
2018-04-11,East,Furniture,11876.61,2023.71
2018-04-12,South,Technology,43212.52,2294.69
2018-04-13,East,Furniture,13174.2,1526.63
2018-04-14,Central,Office Supplies,8811.21,2421.67
2018-04-16,West,Furniture,16987.73,1742.44
2018-04-16,West,Furniture,6444.49,1027.62
2018-04-17,South,Technology,24384.03,2595.26
2018-04-17,West,Technology,48894.88,5400.68
2018-04-18,Central,Technology,25028.47,2935.9
2018-04-18,West,Technology,23393.27,3777.57
2018-04-20,West,Technology,15950.35,1624.85
2018-04-20,East,Furniture,30930.49,4567.88
2018-04-20,East,Office Supplies,41010.93,5901.34
2018-04-20,Central,Technology,17384.58,3156.06
2018-04-21,East,Furniture,44007.19,10758.55
2018-04-21,Central,Furniture,2964.62,616.1
2018-04-22,Central,Furniture,36454.67,6310.01
2018-04-23,East,Furniture,18929.58,4302.49
2018-04-24,Central,Furniture,28260.21,6861.95
2018-04-27,Central,Furniture,29720.5,5354.92
2018-04-28,Central,Furniture,32200.33,3568.45
